start_lat,start_lng,end_lat,end_lng,distance,timestamp,month,day,date,weekday,time
43.86764563,-80.06128476,43.86776,-80.06069889,0.085,2020-06-29-151322201104,6,29,2020-06-29,1,15.21666667
43.86764563,-80.06128476,43.86155353,-80.13596405,11.2,2020-06-29-151322327217,6,29,2020-06-29,1,15.21666667
43.884977,-80.047619,43.86776,-80.06069889,4.4,2020-06-29-151323255001,6,29,2020-06-29,1,15.21666667
43.86764563,-80.06128476,43.86911433,-80.06610163,0.27,2020-06-29-151324295886,6,29,2020-06-29,1,15.21666667
43.86764563,-80.06128476,43.884977,-80.047619,4.5,2020-06-29-151325484605,6,29,2020-06-29,1,15.21666667
43.86764563,-80.06128476,43.87989702,-80.02434021,8.2,2020-06-29-151325602418,6,29,2020-06-29,1,15.21666667
43.884977,-80.047619,43.86155353,-80.13596405,11.5,2020-06-29-151325874906,6,29,2020-06-29,1,15.21666667
43.86155353,-80.13596405,43.86911433,-80.06610163,11.4,2020-06-29-151326136822,6,29,2020-06-29,1,15.21666667
43.86155353,-80.13596405,43.884977,-80.047619,11.5,2020-06-29-151327142332,6,29,2020-06-29,1,15.21666667
43.87989702,-80.02434021,43.86764563,-80.06128476,8.2,2020-06-29-151331643311,6,29,2020-06-29,1,15.21666667
43.87989702,-80.02434021,43.86776,-80.06069889,8.1,2020-06-29-151331755365,6,29,2020-06-29,1,15.21666667
43.86155353,-80.13596405,43.86776,-80.06069889,11.1,2020-06-29-151332291664,6,29,2020-06-29,1,15.21666667
43.86155353,-80.13596405,43.87989702,-80.02434021,14.8,2020-06-29-151333607405,6,29,2020-06-29,1,15.21666667
43.86155353,-80.13596405,43.86764563,-80.06128476,11.2,2020-06-29-151333812502,6,29,2020-06-29,1,15.21666667
43.87989702,-80.02434021,43.86155353,-80.13596405,14.8,2020-06-29-151334860081,6,29,2020-06-29,1,15.21666667
43.87989702,-80.02434021,43.884977,-80.047619,3.2,2020-06-29-151335104863,6,29,2020-06-29,1,15.21666667
43.87989702,-80.02434021,43.86911433,-80.06610163,8.4,2020-06-29-151336392530,6,29,2020-06-29,1,15.21666667
43.86776,-80.06069889,43.884977,-80.047619,4.4,2020-06-29-163751246650,6,29,2020-06-29,1,16.61666667
43.86911433,-80.06610163,43.86764563,-80.06128476,0.27,2020-06-29-163751312504,6,29,2020-06-29,1,16.61666667
43.86911433,-80.06610163,43.86776,-80.06069889,0.27,2020-06-29-163751473788,6,29,2020-06-29,1,16.61666667
43.86776,-80.06069889,43.86155353,-80.13596405,11.1,2020-06-29-163751678647,6,29,2020-06-29,1,16.61666667
43.86911433,-80.06610163,43.87989702,-80.02434021,8.4,2020-06-29-163751722840,6,29,2020-06-29,1,16.61666667
43.86911433,-80.06610163,43.86155353,-80.13596405,11.4,2020-06-29-163754828189,6,29,2020-06-29,1,16.61666667
43.86776,-80.06069889,43.86764563,-80.06128476,0.085,2020-06-29-163755144060,6,29,2020-06-29,1,16.61666667
43.86776,-80.06069889,43.86911433,-80.06610163,0.27,2020-06-29-163755194556,6,29,2020-06-29,1,16.61666667
43.86776,-80.06069889,43.87989702,-80.02434021,8.1,2020-06-29-163755292106,6,29,2020-06-29,1,16.61666667
43.86911433,-80.06610163,43.884977,-80.047619,4.7,2020-06-29-163755368637,6,29,2020-06-29,1,16.61666667
43.884977,-80.047619,43.86911433,-80.06610163,4.7,2020-06-29-163757637507,6,29,2020-06-29,1,16.61666667
43.86764563,-80.06128476,43.86776,-80.06069889,0.085,2020-06-29-163758651952,6,29,2020-06-29,1,16.61666667
43.884977,-80.047619,43.86764563,-80.06128476,4.5,2020-06-29-163758688205,6,29,2020-06-29,1,16.61666667
43.884977,-80.047619,43.87989702,-80.02434021,3.2,2020-06-29-163758904660,6,29,2020-06-29,1,16.61666667
43.86764563,-80.06128476,43.86155353,-80.13596405,11.2,2020-06-29-163759108404,6,29,2020-06-29,1,16.61666667
43.884977,-80.047619,43.86776,-80.06069889,4.4,2020-06-29-163800705323,6,29,2020-06-29,1,16.63333333
43.86764563,-80.06128476,43.86911433,-80.06610163,0.27,2020-06-29-163802432791,6,29,2020-06-29,1,16.63333333
43.86764563,-80.06128476,43.884977,-80.047619,4.5,2020-06-29-163802592909,6,29,2020-06-29,1,16.63333333
43.884977,-80.047619,43.86155353,-80.13596405,11.5,2020-06-29-163802629699,6,29,2020-06-29,1,16.63333333
43.86764563,-80.06128476,43.87989702,-80.02434021,8.2,2020-06-29-163802723178,6,29,2020-06-29,1,16.63333333
43.86155353,-80.13596405,43.86911433,-80.06610163,11.4,2020-06-29-163804579939,6,29,2020-06-29,1,16.63333333
43.86155353,-80.13596405,43.884977,-80.047619,11.5,2020-06-29-163805515301,6,29,2020-06-29,1,16.63333333
43.86155353,-80.13596405,43.87989702,-80.02434021,14.8,2020-06-29-163806165122,6,29,2020-06-29,1,16.63333333
43.87989702,-80.02434021,43.86764563,-80.06128476,8.2,2020-06-29-163806481403,6,29,2020-06-29,1,16.63333333
43.87989702,-80.02434021,43.86776,-80.06069889,8.1,2020-06-29-163806559435,6,29,2020-06-29,1,16.63333333
43.86155353,-80.13596405,43.86776,-80.06069889,11.1,2020-06-29-163807612942,6,29,2020-06-29,1,16.63333333
43.86155353,-80.13596405,43.86764563,-80.06128476,11.2,2020-06-29-163808497888,6,29,2020-06-29,1,16.63333333
43.87989702,-80.02434021,43.86155353,-80.13596405,14.8,2020-06-29-163809434871,6,29,2020-06-29,1,16.63333333
43.87989702,-80.02434021,43.86911433,-80.06610163,8.4,2020-06-29-163809472708,6,29,2020-06-29,1,16.63333333
43.87989702,-80.02434021,43.884977,-80.047619,3.2,2020-06-29-163809564412,6,29,2020-06-29,1,16.63333333
